ID,Text,Translation
9013728,"     After the opening of our new open-air gym in <MTOlympicBidGymDome>, <MTSponsor> applied to host the Olympics on Mars, saying, ""We have the best view of Mount Olympus and a Gym, what more could one ask for?"" The International Olympics Committee on Earth rejected the proposal, saying ""Wait, that was an actual bid? You don't even have a pool."" <MTSponsor> responded by saying they will start their own Interstellar Olympics.  Expect track, blackjack, marbles, and Drone Jumping to headline the experience.",
9013729,"dome with open air gym",
9013730,"Struggling Colonist Adopts Pet",
9013731,"     <MTPetRockColonistName>, like most of us, has been struggling to cope with the harsh Martian environment.  On Earth, many of us had pets to help us through the difficult days, but there are no dogs on Mars, so <MTPetRockColonistName> decided to adopt a pet rock instead.  What did they name this newfound source of comfort and snuggles?  Why, Olympus Mons, of course!  Hopefully little Oly can help them through these tough times.",
9013732,"Pet Rock Owner",
9013733,"Mars is in Mourning",
9013734,"     Today is a solemn day.  <MTLeaderTitle> <MTDeadLeader> no longer walks the world of the living.  Martian society would not be what it is today without the indelible touch of <MTLeaderTitle> <MTDeadLeader> in so many places.  Please take a moment today to stop by your local spacebar and lift one up in honor of the late, great <MTLeaderTitle>.  What are your best memories of the now former <MTLeaderTitle>?  Send in your letters to the editor.  Select entries will be printed in Thursday's edition.  Thank you for your service, <MTDeadLeader>.  You will be missed.",
9013735,"Mars Mourns <MTLeaderTitle>'s Passing",
9013736,"     <MTLeaderTitle> <MTDeadLeader> served us honorably for many a sol and their passing has not gone unnoticed.  Despite serving Mars well during their tenure, it is suspected that they never quite fully adapted to the realities of life on Mars and between the stresses of daily Martian life, serving as our <MTLeaderTitle>, and many a sleepless night, a heart attack finally took them from us.  May your slumber, <MTLeaderTitle> <MTDeadLeader>, be deep and pleasant.  You will be missed.",
9013737,"dead leader",
9013738,"A New <MTLeaderTitle> Takes the Helm",
9013739,"     As <MTLeader> steps in to assume the recently vacated role of <MTLeaderTitle>, we can hope that they get their bearings in short order.  We here at the Martian Tribune will keep you apprised of any decrees and movements of the <MTLeaderTitle>.  A new day is dawning here on Mars.  The question remains, however: is that a day of dawning, or a day of darkness.  Our fate is in your hands, <MTLeaderTitle>.  Don't let us down.",
9013740,"<MTLeader> Breathes New Life Into Colony",
9013741,"     A new <MTLeaderTitle> has been chosen!  It is time to rejoice, for my fellow Martians, the future is bright!  <MTLeader> steps in as our new <MTLeaderTitle> today and we could not be in better hands.  With <MTLeader>'s past work here on Mars, we can expect big plans to continue to balance out the workload and supply chain even further, as well as to care for the aging and nurture the young.  Today, the Martian Tribune declares: the future is bright.  It is time to celebrate!",
9013742,"Wrong Sibling Elevated?",
9013743,"     As we move into a new era of Martian development, we here at the Martian Tribune can't help but wonder at the agenda of our sponsor, <MTSponsor>.  Perhaps someone mixed up their paperwork, but somehow they saw fit to raise <MTLeader> to the role of <MTLeaderTitle> without recognizing that more than one person shares that last name.  The responsibilities are vast in leading such an intrepid endeavor as ours here on Mars.  Let's hope and pray (hard) that <MTLeader> is up to the challenge.",
9013744,"Drones Watch In Awe",
9013745,"     All the Drones on Mars watch in amazement as the rocket <MTMostRecentRocket> lands safely on the surface. Kicking up storm of red dust, this rocket brings us even closer to the dream of a future of Martian civilisation.",
9013746,"recent rocket",
9013747,"The Founder's Legacy",
9013748,"     There are only <MTFoundersCount> people who will ever be known as Founders.  These extraordinary men and women risked their lives to venture into the Final Frontier and gain a foothold on the Red Planet.  They toiled day and night, working non-stop to ensure constant and consistent air flow, water pressure, power generation, and more.  As we go about our sol we must remember to take a moment and honor those who came before us, those who made all that we see around us possible.  We will be celebrating Founder's Sol at noon tomorrow at the <MTFoundersLegacyBuilding> in <MTFoundersLegacyDome> where we will be taking <MTFoundersCount> minutes of silence in memory of these most excellent of individuals.",
9013749,"every dome",
9013750,"Spacebar",
9013751,"Open Air Gym",
9013752,"Stone Garden",
9013753,"Fountain",
9013754,"Natural Garden",
9013755,"Apartments",
9013756,"Living Quarters",
9013757,"your local park",
9013758,"SpaceXXX",
9013759,"     In an unexpected turn of events, <MTSexyColonistName> has officially produced the first ever Martian adult film.  Starring 11 different colonists with <MTSexyColonistName> as the lead, it has become quite a hit on earth.  The film also provides a sneak peek into Martian pipe work and our stockpiles of electronics and machine parts in the background.  <MTSponsor> has declared themselves not responsible for the social implications of such actions, but did praise the artistic vision of the Director calling it a ""unique and innovative production"".",
9013760,"sexy colonist",
9013761,"Push For Drone Rights",
9013762,"     It has been reported that a local alliance of Martians believe that because so many drones are now integral to our daily lives they now deserve the same rights as colonists. <MTDroneColonistName>,  the leader of the self-dubbed Drone Alliance for Freedom and Transparency (DAFT) has stated that ""these drones do more work than all of the humans on mars combined"" when asked if this meant drones should be able to vote as well <MTDroneColonistName> responded, ""what? no. That's ridiculous. they are machines...""",
9013763,"idiot colonist",
9013764,"No news of interest at this point in time.",
9013765,"<newline>     The Top Story Archives have been depleted.",
9013766,"<newline>     The Engineering Story Archives have been depleted.",
9013767,"<newline>     The Social Story Archives have been depleted.",
9013768,"01101101 01100101 00100000 01110011 01100001 01100100",
9013769,"    01000100 01110010 01101111 01101110 01100101 01110011 00100000 01101100 01101111 01101110 01100101 01101100 01111001 00101100 00100000 01100010 01110010 01101001 01101110 01100111 00100000 01101000 01110101 01101101 01100001 01101110 01110011 00100000 01110000 01101100 01100101 01100001 01110011 01100101 00101110",
9013770,"Rocket Silhouettes Mar Martian Landscape",
9013771,"    With so many rockets planetside, one would think that we have more than enough to succeed and flourish, but all those resources are languishing in the hands of <MTLeaderTitle> <MTLeader>.  Perhaps it's time to fire up that Drone Assembler, a few more Fuel Refineries, and redistribute the workload.  If things remain as they are, who knows how much longer <MTLeaderTitle> <MTLeader> will remain in office...",
9013772,"<MTLeaderTitle> Sets High Standard",
9013773,"    With the <MTLeaderTitle>'s efficient and effective use of Earth's resupply we are well on our way to gaining a strong foothold on the Red Planet.  This begs the question: are you doing your part? As we continue to develop our resources, and our culture, on this planet each one of us plays an integral role in leading us closer and closer to the safety and security that we need.  Follow <MTLeaderTitle> <MTLeader>'s example!  How can you become more efficient and effective today?  Let us know in your letter to the editor!  Select letters will be published in Saturday's edition.",
9013774,"Hack the planet!",
9013775,"    Our primary manifesto as a society is to populate the Red Planet.  Someone should remind <MTLeaderTitle> <MTLeader> about that.  They seem to think that scanning the surface and finding suitable resources and dome locations serves no particular purpose.  Have you seen our metals supply lately?  This water isn't going to last forever, you know.  We need more Sensor Towers.  When will we learn from the past?  The time is now!  This planet is ours for the taking, but only if we know what's out there!",
9013776,"Sponsor Funds Depleted",
9013777,"     <MTSponsor> has confirmed for the Martian Tribune that the rapidly spreading rumor that they are now broke with no money left to spare in support of the Martian endeavor is, in fact, true.  It is up to us, the people of mars to support ourselves.  Hopefully our local administrators will work to remedy the situation and prove our worth to our sponsor once more.",
9013778,"Sponsor Cites Insider Trading Woes",
9013779,"     <MTSponsor> has gone belly-up in the face of a massive insider trading scheme that has taken down over half of their senior management.  Who knew that colonizing Mars could be such a politically, financially and socially fraught endeavor?  We did, <MTSponsor>.  We all did.  Shame on you.",
9013780,"We Are Martian",
9013781,"     This is our world now.  The world of rare metals, electronics and universal depots.  On Earth war is waged over economics, religion, and borders.  Here we fight for survival on a primal level.  We are the Martian people.  We will not give up.  We will not give in.  We will continue to build, continue to expand and populate this planet.  No meteor storm will stop us.  We are Martian.",
9013782,"On This Day in 1965",
9013783,"     On July 14th in 1965 Mariner 4 was sent to space by NASA took the first ever photos of the Martian surface.  Have you taken any photos that you're particularly proud of?  Share them today at r/SurvivingMars!",
9013784,"On This Day in 1976",
9013785,"     On July 20th in 1976 Viking 1 pulled out the landing gear and set down on Martian soil for the first time in human history.  What we have come to accomplish in such few years since then is nothing less than incredible.  What an experience it is to actually set foot on Mars and to literally, walk among the stars!",
9013786,"On This Day in 1997",
9013787,"     On July 4th in 1997 NASA set down the very first actual rover on the Red Planet.  Shortly after the Mars Pathfinder landed, Sojourner, a solar-powered rover, rolled out and began to scan the surface.  Expected to last just 7 sol, it was finally called to a stop after 91 sol having traveled a total of just over 100 meters and sent a myriad of photos back to Earth for study.",
9013788,"On This Day in 2015",
9013789,"     On September 28th in 2015 NASA announced that the Mars Reconnaissance Orbiter had officially encountered water flowing along the Martian surface.  While it might seem like a foregone conclusion to us today, such news at the time proved quite the breakthrough, leading NASA Administrator Bolden to declare that NASA ""is firmly on a journey to Mars.""",
9013790,"Political Ambitions Set Too High?",
9013791,"     A politician on Earth has stated the obvious this week by claiming that Mars is red.  The hopeful senator took it a step further by declaring that Mars is a also a communist planet, with ""nothing but red, red, red"".  After performing some reconnissance here at the Martian Tribune Headquarters, we would like to confirm that Mars is indeed red.  The claims of communism getting a foothold, however, will have to be fielded by the <MTLeaderTitle>.",
9013792,"ISS Declares Sovereignty",
9013793,"     The International Space Station orbiting Earth has recently declared itself a free, sovereign, and independent state, capable of enacting its own laws and governance. There was some opposition from many nations on earth. However once threats of crashing the mega structure into the planet reached Earth, many Earthlings rapidly changed their mind on the matter. Mars itself has become the first entity to recognize the independent state of the ISS and will be holding a press conference on the matter in the coming days.",
9013794,"US President Confirms: Not A Scientist",
9013795,"     The current President of the United States, after staring intently at several photos of the Red Planet, proceeded to ask his scientific advisors if Mars is actually made of cheese. The researchers reminded the president that Mars is mostly made of rock, and that it is, in fact, the Moon that is made of cheese.",
9013796,"Drone Toy Sales Through The Roof",
9013797,"     With all of the photos and videos sent back to Earth, the demand for the miniature, remote controlled, toy replica of the standard martian drone has been much higher than anticipated. The toy broke first week sales records all across the globe. The remote controlled mini drone, which sells for just over 400 dollars each, has been sold out in most places. With the shortage, and with Christmas so soon, it's sad to say, but some children may be dissapointed this year.",
9013798,"Mysterious Radio Station Causes Concern",
9013799,"     The martian planet is being entertained by the great hosts at Mars Radio One, among other stations, but what has the Martian Tribune concerned is that there are no facilities to broadcast a radio station here on Mars. Come to think of it, there are no facilities to make a newspaper either... let's just let that slide then.",
9013800,"Woody's Woods to Expand to Mars",
9013801,"     Woodys Woods, a tree-felling business of Cities Skylines fame, has decided to expand its operations to Mars. This decision has come as a surprise to many people, mainly because there are no trees on Mars.  When asked about this, Woody responded, ""I'm sure we'll find something to cut down!""",
9013802,"Drone Reverse Engineering",
9013803,"     After many days, drones have finaly completed their reverse engineering training and can now move both forwards and backwards. This advancement will be a huge help in traversing the un-even surface of Mars.",
9013804,"Former Peaceful Organization Threatens Nuclear War",
9013805,"     An organization formerly believed to be peaceful has been uncovered as a sleeper cell that is now threatening interstellar war.  The leader of this formerly benign oceanic  movement known as Norwegians for Underdeveloped Kelp Enrichment ('NUKE') has laid claim to a former lakebed near Mount Olympus and threatened nuclear annihilation upon any civilization that settles too close to their newly founded city.",
9013806,"Were We Really The First?",
9013807,"     Reports are coming in that <MTSponsor> may not, in fact, be the first to have arrived on Mars. It is stated that an ancient Viking ship was found near one of our scout's landing sites that contained manuscripts stating that ""the Blue Land has been conquered in the name of Ulfric the Great."" While no other evidence of this former civilzation has been found, it is a clear reminder: we are not alone.",
9013808,"Macburgers expands to Mars",
9013809,"     The large multinational fast food chain, Macburgers, is seeking to become the first multiplanetary company in history, with plans put forward to open a restaurant on the red planet as soon as permits allow. There is strong opposition to the plan, even within the company, mainly due to the lack of money and meat on Mars.",
9013810,"Drone #<num>",
9013811,"random vegan",
9013812,"Flip to Previous Page of Archived Top Stories",
9013813,"View Previous Page of Engineering Archives",
9013814,"View Previous Page of Social Archives",
9013815,"<MTLeaderTitle> Chosen for New Colony",
9013816,"     <MTLeader> has been chosen from the <MTFoundersCount> brave founders as <MTLeaderTitle> to nurture and guide the initial development of the newly populated colony on Mars. The challenges that <MTLeader> will have to face in the coming Sols will be many, but <MTSponsor> has declared that they have complete confidence in <MTLeader>'s ability to meet those challenges.",
9013817,"Cracked dome",
9013818,"<DomeName> Repaired, People Rejoice",
9013819,"     <DomeName> recently developed a large crack, causing much of our precious oxygen to evaporate into the martian atmosphere. Lucky for us oxygen breathing humans, however, our drones are not affected so deeply and were quick to react.  Hopefully the polymer-based super glue does the trick for many sol to come.  Keep an eye on <DomeName> in these coming days and be sure to report any shortness of breath to local authorities.",
9013820,"Tourism to Earth only somewhat Viable",
9013821,"     The Earth Tourism Board is attempting to show the benefits of martians visiting Earth in a collosal tourism push. Tauting the benefits such as ""try meat!"" and ""water, we have oceans of it"". Martians, however, are facing problems once arriving on earth due to a lack of understanding of the use of currency. ""I went to a grocer and asked to pick up my rations, and they just looked at me like I was from a different planet!""",
9013822,"Underground Radiators",
9013823,"     The newest discovery in surviving the cold has become synonymous with the Martian underground scene, as the new ""subsurface heaters"" become quickly idolised and called saviours of the underground. A strange move, but with the ability to heat up an area the size of a small dome, the underground radiators could indeed save your life.",
9013824,"Please do not use Subsurface Heaters to make Hot Tubs",
9013825,"     The Martian Tribune would like to advise its readers that the newly discovered subsurface heaters are not to be used to make your own personal hot tub, no matter how awesome it would be. It is a serious waste of Martian resources.",
9013826,"Martian Gravity Allows Heavier Wind Turbines",
9013827,"     With gravity on Mars being approximately 1/3 that of Earth, it is possible to construct wind turbines with heavier blades, thus allowing them to spin for longer after the pitiful Martian wind spins them for us. Adding blocks of polymers to the construction of the blades for wind turbines has allowed extra momentum to bring more ""spinnyness"", resulting in more power to the network.",
9013828,"Polymer Blades Means Poly-More Power",
9013829,"     <MTLeader> has confirmed that researchers have come up with a way to change the blades on martian wind turbine to those of a polymer composition. The new blades have been found to be much more efficient and bringing power to the people, with up to 33% more production of electrical goodness.",
9013830,"Probes Probing Deeper than they ever Probed Before",
9013831,"     Probes brought from Earth now have the added bonus of being able to see deep into the surface, possibly revealing previously unseen resources. The probes pioneered by <MTSponsor> subsidiary ""A New Awesome Life"" have also become cheaper to build due to streamlining of the production process.",
9013832,"Look Up, Look Down",
9013833,"     After looking up from Earth to the great beyond of Mars, finally we have the technology to look down into the deep crusts of the red planet. New probes ordered by <MTSponsor> can now scan significantly deeper, and will reveal larger deposits of metal, water and rare metals.",
9013834,"Reality Show from Mars a Huge Hit",
9013835,"     A reality show based on the Mars has been a huge hit on Earth, causing a surge in applicants to come move to the red planet.  The show called ""Mount Olympus"" is made up of two 15 minute segments, both of which consist of a camera staring at the rust colored dust that sometimes rolls down the side of the galaxy's biggest mountain.",
9013836,"Martian Tribune Excluded From TV Venture",
9013837,"     <MTSponsor> has recently launched a new venture aimed at bringing more colonists to the red planet, a PR stunt at best.  The Martian Tribune, despite being the red planets only newspaper, was not invited to partake in this show and as such will not report on it.",
9013838,"dome without food",
9013839,"Tighten Your Belts",
9013840,"     <MTFoodDome> is on an unanticipated diet today as their food supply was recently destroyed as the harsh martian winds blew so much dust into it as to make it inedible and irrecoverably contaminated.  The <MTLeaderTitle> has promised that <MTFoodBotanist> is looking into the issue and food stores will be replenished shortly, but only time will tell.",
9013841,"Colonists Starving in <MTFoodDome>",
9013842,"     Starvation has set in on an already beleaguered <MTFoodDome>.  Please send any stores you have set aside to us, if you have them, and we will be sure to redistribute them ASAP.",
9013843,"Missing your home planet?  You're not alone.",
9013844,"     Coffee with <EarthsickColonist> the other day revealed just how deeply some of us miss the prairies and oceans of Earth. One such colonist, upon a wider discussion revealed that they, ""just miss being able to breath air, see water, and eat meat. Man, I really miss meat."" Know that you're not alone out here.  We're in this together!",
9013845,"Martian Social Network Gains Traction",
9013846,"     The Martian social network MarsIpan-Rock has been a huge hit, generating gobs of followers on both Mars and Earth. The site focuses heavily on photos of pet rocks, with the odd Martian showing their face to their pets' followers on occasion. <CelebrityName> , a pet rock enthusiast, has even garnered over 3.6 billion followers in awe of their pet rock Eurasia.  Mars, and its rocks, is clearly at the vanguard of changing the social landscape.",
9013847,"Starving Colonists Create Alternatives",
9013848,"     Colonists are starving and have begun to pass around recipes calling for martian dust in an attempt to not starve. Recipes such as roast dust, and dustloaf are becoming more popular, but botonists are declaring that not only are they disgusting, but they also have zero nutritional value. Best to stay away from this series of quirky innovative recipes.",
9013849,"PSA: Survival Comes First",
9013850,"     As are all, we here at the Martian Tribune are working hard to make Mars our new home and tame the Red Planet.  With so many tasks vying for our attention, we know that Mars can be a very distracting and chaotic place to live. That said, food IS necessary to survive. Please, do not forget to pick up your rations every day. Those green boxes are not just for decoration!",
9013851,"",
9013852,"",
9013853,"",
9013854,"",
9013855,"Children Struggling to Understand Concept of Weekends",
9013856,"     Teachers on Mars have reported that Martianborn children struggle to comprehend the concept of a weekend. A weekend is an Earth Tradition, where for two sols (called 'days' on Earth) many citizens will cease working and relax for a time instead. ""But how does the colony survive then?"" ask the children. Next week's cultural lesson revolves around capitals and life in a metropolis.",
9013857,"The Guangzhou's Got Nothing On Mars!",
9013858,"     Earth's Guangzhou Metro might be the longest underground transit tunnel on Earth, but even the longest Earth tunnel has nothing on our martian tunnels.  With all that iron and nickel in the soil, our newly built tunnel is truly a feat of martian engineering left unrivaled in the solar system!",
9013859,"dome that forbid births",
9013860,"<MTLeaderTitle> Declares One-Child Policy on Mars",
9013861,"     <DomeName> has announced that they have received notice that no more children be born. The dome lockdown is due to each family moving in at the same time and some have expressed resentment and a desire to move to less restrictive domelife.  What are your thoughts?  Have we already outgrown our britches?  Is it <MTLeaderTitle> <MTLeader>'s right to make such a sweeping declaration?  Write in your opinions, we'd love to hear your thoughts on the matter!",
9013862,"Birth Control Debate Rages",
9013863,"     <DomeName> has recently introduced a policy against procreation, in favor of population control. There was such discussion based on how this would be enforced, with arguments for outlawing sex, requiring use of condoms, requiring all above age 12 to receive a vasectomy, or simply mandating the use of birth control pills. In the end, it was determined that proof must be given that one is not capable of conceiving. As a result, expect the medical clinics to be busy in the coming weeks and don't forget to pick up your birth control with your food rations this week.",
9013864,"Lack of Power Leads to Awesome Rave",
9013865,"     The colony's recent power problems have lead to an intriguing turn of events. Upon noticing the flickering lights throughout the dome, many colonists mistook the music played by several more artistically inclined domemates as a dome-wide rave, which in turn lead to a giant street party. The evening was such a great time for the community that local officials have decided to make this an annual event to commemorate this moment.",
9013866,"Children Confused by Giant Whale Statue",
9013867,"     Children on Mars have reported confusion and fear of the ""Giant Whale"" outside the dome. After realising that they are referring to the Rocket sent from Earth, older Martians were confused by the children even knowing what a whale looks like. ""There are no pictures of whales, the kids just decided that is what the rockets looked like. It is amazing that they were right, but they've no need to fear!""",
9013868,"Apartment Fire Tragedy Averted",
9013869,"     A fire in an apartment in <DomeName> almost killed several colonists recently. <ColonistName> was lucky to escape when their apartment went up in flames after an unfortunate cooking accident. Reports say that when <ColonistName> called emergency services, they were informed that fire stations have yet to be built and the water supply was short. Emergency dispatch recommended that <ColonistName> put out the fire themselves using whatever they may, ""water, pee, whatever!"", which they did, averting the near disaster.",
9013870,"Atlantis has been found!",
9013871,"     The long lost city of Atlantis, thought to be nothing but rumor and legend, has been found, and it is where no-one expected to find it - around 15KM below the surface of Mars. The legend of the city that sunk beneath the blue sea may well have been mistranslated from ancient Viking manuscripts, who meant to say it sunk beneath the dust of the red planet. In retrospect, that was an easy mistake to make.",
9013870,"whiner colonist",
9013871,"<WhinerColonist> Confused by Lack of Submarines",
9013872,"     <WhinerColonist> has declared repeatedly that on Earth they were one of the best submarine operators in the entire fleet. They moved to Mars because we had a shortage of submarine operators. We are not sure how much water <WhinerColonist> thought was on Mars, but it is definitely not enough to warrant a submarine!  ...unless it's a really, really small one.",
9013873,"Martian Fashion Makes <CelebrityName> millions.",
9013874,"     <CelebrityName> has been designing and selling clothing for years, taking strong inspiration from the standard Martian jumpsuits, and selling them on Earth. The fashionista has noted that the red security outfit is the most popular on Earth, which is good because we have a lot of them to spare.",
9013875,"",
9013876,"",
9013877,"Martian-Specific Geology Training Started",
9013878,"     The Martian Tribune can report that all geologists have been trained in Martian-specific conditions, to recognise the difference between metals, rare metals and that random black rock that is on the surface but isn’t actually metal. As a by-product of this, engineers have been able to work more efficiently as they no longer need to sort out what is rock and what is metal using a magnet.",
9013879,"Engineering Books Imported to Mars",
9013880,"     After discovering a critical lack of training materials, books on engineering have been dispatched to Mars. The books contain specifics regarding machine parts production, and electronics production. All engineers are encouraged to read these books together with a geologist, which will increase the productivity of both of them in future.",
9013881,"Two planets working together as one",
9013882,"     Today marks an historic day, as the two inhabited planets in the Milky way galaxy sign the first ever interplanetary research treaty, agreeing to share all knowledge and to work together to advance the future of mankind. The Earth-Mars Initiative will see leaps and bounds in rates of research on both Earth and Mars, allowing for more rapid expansion into the future.",
9013883,"Sharing and Caring",
9013884,"     Researchers on Earth and Mars have today declared they will share all scientific knowledge possible between the two planets, and have vowed to care about people not on their own planet - a difficult task considering Humanity's history with rival countries, cities, tribes, etc.",
9014487,"The Martian Tribune",
9014488,"Sol <MTSol> AMC",
9014489,"<MTSponsor> <MTLeaderTitle>",
